,EMG,EDA
2138,128,145
2139,132,145
2140,131,145
2141,126,145
2142,128,145
2143,128,145
2144,127,145
2145,126,145
2146,127,145
2147,129,145
2148,127,145
2149,127,145
2150,127,145
2151,129,145
2152,127,145
2153,127,145
2154,129,145
2155,126,145
2156,128,145
2157,127,145
2158,128,145
2159,128,145
2160,127,145
2161,127,145
2162,127,145
2163,128,145
2164,126,145
2165,129,145
2166,127,145
2167,129,145
2168,128,145
2169,127,145
2170,128,145
2171,127,145
2172,129,145
2173,127,145
2174,128,145
2175,127,145
2176,129,145
2177,128,145
2178,127,145
2179,128,145
2180,127,145
2181,127,145
2182,128,145
2183,128,145
2184,127,145
2185,127,145
2186,129,145
2187,127,145
2188,127,145
2189,129,145
2190,127,145
2191,128,145
2192,128,145
2193,128,145
2194,128,145
2195,127,145
2196,127,145
2197,128,145
2198,128,145
2199,129,145
2200,128,145
2201,129,145
2202,127,145
2203,127,145
2204,128,145
2205,127,145
2206,127,145
2207,128,145
2208,128,145
2209,128,145
2210,127,145
2211,128,145
2212,127,145
2213,127,145
2214,128,145
2215,127,145
2216,126,145
2217,128,145
2218,128,145
2219,128,145
2220,128,145
2221,128,145
2222,127,145
2223,129,145
2224,128,145
2225,128,145
2226,128,145
2227,128,145
2228,128,145
2229,127,145
2230,129,145
2231,127,145
2232,128,145
2233,126,145
2234,127,145
2235,128,145
2236,128,145
2237,129,145
2238,128,145
2239,127,145
2240,127,145
2241,128,145
2242,128,144
2243,128,144
2244,129,144
2245,128,144
2246,128,144
2247,129,144
2248,127,144
2249,128,144
2250,128,144
2251,126,144
2252,130,144
2253,128,144
2254,127,144
2255,129,144
2256,126,144
2257,125,144
2258,128,144
2259,128,144
2260,128,144
2261,127,144
2262,128,144
2263,129,144
2264,127,144
2265,128,144
2266,129,144
2267,128,144
2268,127,144
2269,130,144
2270,126,144
2271,129,144
2272,127,144
2273,128,144
2274,128,144
2275,130,144
2276,126,144
2277,129,144
2278,128,144
2279,126,144
2280,128,144
2281,127,144
2282,128,144
2283,129,144
2284,129,144
2285,126,144
2286,127,144
2287,129,144
2288,129,144
2289,128,144
2290,127,144
2291,129,144
2292,128,144
2293,128,144
2294,129,144
2295,127,144
2296,128,144
2297,129,144
2298,128,144
2299,128,144
2300,128,144
2301,128,144
2302,127,144
2303,127,144
2304,128,144
2305,127,144
2306,127,144
2307,127,144
2308,128,144
2309,126,144
2310,128,144
2311,128,144
2312,128,144
2313,127,144
2314,127,144
2315,128,144
2316,127,144
2317,128,144
2318,129,144
2319,128,144
2320,128,144
2321,128,144
2322,127,144
2323,128,143
2324,128,144
2325,127,143
2326,128,143
2327,128,143
2328,127,143
2329,128,143
2330,128,143
2331,127,143
2332,128,143
2333,128,143
2334,127,143
2335,128,143
2336,127,143
2337,128,143
2338,128,143
2339,128,143
2340,128,143
2341,127,143
2342,128,143
2343,128,143
2344,128,143
2345,128,143
2346,127,143
2347,128,143
2348,127,143
2349,128,143
2350,126,143
2351,128,143
2352,128,143
2353,129,143
2354,128,143
2355,127,143
2356,128,143
2357,128,143
2358,128,143
2359,127,143
2360,128,143
2361,129,143
2362,128,143
2363,128,143
2364,128,143
2365,127,143
2366,127,143
2367,128,143
2368,128,143
2369,128,143
2370,128,143
2371,127,143
2372,127,143
2373,127,143
2374,128,143
2375,128,143
2376,127,143
2377,128,143
2378,128,143
2379,127,143
2380,128,143
2381,128,143
2382,128,143
2383,127,143
2384,128,143
2385,128,143
2386,128,143
2387,128,143
2388,128,143
2389,127,143
2390,128,143
2391,127,143
2392,128,143
2393,128,143
2394,128,143
2395,128,143
2396,128,143
2397,128,143
2398,128,143
2399,128,143
2400,128,143
2401,127,143
2402,127,143
2403,128,143
2404,128,143
2405,127,143
2406,127,143
2407,127,143
2408,127,143
2409,128,143
2410,128,143
2411,128,143
2412,128,143
2413,128,143
2414,128,143
2415,127,143
2416,128,143
2417,128,143
2418,127,143
2419,128,143
2420,128,143
2421,128,143
2422,128,143
2423,127,143
2424,128,143
2425,127,143
2426,128,143
2427,128,143
2428,128,143
2429,128,143
2430,127,143
2431,127,143
2432,128,143
2433,128,143
2434,128,143
2435,127,143
2436,128,143
2437,127,143
2438,128,143
2439,128,143
2440,128,143
2441,128,143
2442,128,143
2443,128,143
2444,127,143
2445,128,143
2446,128,143
2447,128,143
2448,127,143
2449,127,142
2450,128,142
2451,128,142
2452,127,142
2453,128,142
2454,127,142
2455,128,142
2456,127,142
2457,128,142
2458,128,142
2459,128,142
2460,127,142
2461,127,142
2462,128,142
2463,127,142
2464,127,142
2465,128,142
2466,128,142
2467,127,142
2468,128,142
2469,127,142
2470,128,142
2471,127,142
2472,128,142
2473,127,142
2474,127,142
2475,128,142
2476,128,142
2477,127,142
2478,128,142
2479,127,142
2480,127,142
2481,127,142
2482,127,142
2483,127,142
2484,128,142
2485,128,142
2486,127,142
2487,128,142
2488,128,142
2489,128,142
2490,127,142
2491,127,142
2492,128,142
2493,128,142
2494,128,142
2495,128,142
2496,128,142
2497,128,142
2498,128,142
2499,128,142
2500,128,142
2501,128,142
2502,128,142
2503,128,142
2504,128,142
2505,128,142
2506,128,142
2507,128,142
2508,127,142
2509,128,142
2510,128,142
2511,128,142
2512,128,142
2513,128,142
2514,127,142
2515,128,142
2516,128,142
2517,128,142
2518,127,142
2519,128,142
2520,127,142
2521,128,142
2522,128,142
2523,127,142
2524,127,142
2525,128,142
2526,128,142
2527,128,142
2528,128,142
2529,128,142
2530,128,142
2531,128,142
2532,127,142
2533,128,142
2534,128,142
2535,127,142
2536,128,142
2537,128,142
2538,128,142
2539,128,142
2540,127,142
2541,128,142
2542,127,142
2543,127,142
2544,128,142
2545,127,142
2546,127,142
2547,127,142
2548,128,142
2549,127,142
2550,128,142
2551,127,142
2552,128,142
2553,128,142
2554,128,142
2555,127,142
2556,128,142
2557,128,142
2558,128,142
2559,128,142
2560,127,142
2561,128,142
2562,128,142
2563,128,142
2564,128,142
2565,128,142
2566,128,142
2567,128,142
2568,128,142
2569,128,142
2570,128,142
2571,128,142
2572,128,142
2573,128,142
2574,128,142
2575,128,142
2576,128,142
2577,128,142
2578,127,142
2579,128,142
2580,128,142
2581,128,142
2582,128,142
2583,127,142
2584,127,142
2585,127,142
2586,128,142
2587,128,142
2588,127,142
2589,128,142
2590,128,142
2591,127,142
2592,128,142
2593,127,142
2594,128,142
2595,128,142
2596,128,142
2597,128,142
2598,128,142
2599,127,142
2600,128,142
2601,128,142
2602,127,142
2603,128,142
2604,127,142
2605,127,142
2606,128,142
2607,128,142
2608,128,142
2609,128,142
2610,128,142
2611,127,142
2612,128,142
2613,128,142
2614,128,142
2615,127,142
2616,127,142
2617,128,142
2618,128,142
2619,127,142
2620,127,142
2621,127,142
2622,128,142
2623,127,142
2624,128,142
2625,128,142
2626,127,142
2627,128,142
2628,127,142
2629,127,142
2630,127,142
2631,128,142
2632,128,142
2633,127,142
2634,128,142
2635,128,142
2636,128,142
2637,128,142
2638,128,142
2639,128,142
2640,128,142
2641,127,142
2642,128,142
2643,128,142
2644,127,142
2645,127,142
2646,128,142
2647,128,142
2648,127,142
2649,128,142
2650,127,142
2651,127,142
2652,128,142
2653,127,142
2654,128,142
2655,128,142
2656,127,142
2657,128,142
2658,127,142
2659,128,142
2660,128,142
2661,128,142
2662,128,142
2663,128,142
2664,127,141
2665,127,141
2666,128,141
2667,128,141
2668,128,141
2669,128,141
2670,128,141
2671,128,141
2672,128,141
2673,128,141
2674,127,141
2675,128,141
2676,128,141
2677,128,141
2678,128,141
2679,128,141
2680,128,141
2681,128,141
2682,127,141
2683,128,141
2684,127,141
2685,127,141
2686,128,141
2687,128,141
2688,127,141
2689,127,141
2690,127,141
2691,127,141
2692,127,141
2693,128,141
2694,128,141
2695,127,141
2696,127,141
2697,128,141
2698,128,141
2699,127,141
2700,128,141
2701,128,141
2702,128,141
2703,128,141
2704,127,141
2705,128,141
2706,128,141
2707,128,141
2708,127,141
2709,128,141
2710,128,141
2711,128,141
2712,127,141
2713,127,141
2714,128,141
2715,127,141
2716,128,141
2717,128,141
2718,128,141
2719,128,141
2720,128,141
2721,127,141
2722,127,141
2723,127,141
2724,128,141
2725,127,141
2726,128,141
2727,129,141
2728,128,141
2729,128,141
2730,128,141
2731,128,141
2732,127,141
2733,128,141
2734,127,141
2735,127,141
2736,127,141
2737,128,141
2738,128,141
2739,128,141
2740,127,141
2741,128,141
2742,127,141
2743,127,141
2744,127,141
2745,127,141
2746,127,141
2747,127,141
2748,128,141
2749,128,141
2750,127,141
2751,128,141
2752,128,141
2753,128,140
2754,128,141
2755,128,140
2756,128,140
2757,128,140
2758,128,140
2759,128,140
2760,128,140
2761,128,140
2762,127,140
2763,128,140
2764,128,140
2765,128,140
2766,128,140
2767,128,140
2768,128,140
2769,127,140
2770,128,140
2771,128,140
2772,128,140
2773,127,140
2774,128,140
2775,128,140
2776,128,140
2777,127,140
2778,128,140
2779,128,140
2780,128,140
2781,128,140
2782,128,140
2783,127,140
2784,127,140
2785,128,140
2786,127,140
2787,128,140
2788,127,140
2789,128,140
2790,127,140
2791,127,140
2792,128,140
2793,127,140
2794,128,140
2795,128,140
2796,128,140
2797,128,140
2798,127,140
2799,127,140
2800,127,140
2801,128,140
2802,127,140
2803,128,140
2804,127,140
2805,128,140
2806,128,140
2807,127,140
2808,128,140
2809,128,139
2810,128,140
2811,128,139
2812,127,139
2813,127,140
2814,128,139
2815,127,139
2816,128,139
2817,128,139
2818,127,139
2819,127,139
2820,128,139
2821,128,139
2822,128,139
2823,128,139
2824,127,139
2825,128,139
2826,127,139
2827,128,139
2828,127,139
2829,128,139
2830,128,139
2831,128,139
2832,128,139
2833,127,139
2834,128,139
2835,128,139
2836,127,139
2837,128,139
2838,127,139
2839,128,139
2840,128,139
2841,128,139
2842,128,139
2843,128,139
2844,127,139
2845,127,139
2846,128,139
2847,128,139
2848,128,139
2849,127,139
2850,127,139
2851,128,139
2852,127,139
2853,127,139
2854,128,139
2855,127,139
2856,127,139
2857,128,139
2858,128,139
2859,128,139
2860,128,139
2861,127,139
2862,128,139
2863,128,138
2864,127,139
2865,128,138
2866,128,138
2867,128,138
2868,128,138
2869,128,138
2870,127,138
2871,128,138
2872,128,138
2873,128,138
2874,128,138
2875,128,138
2876,128,138
2877,127,138
2878,128,138
2879,128,138
2880,128,138
2881,127,138
2882,128,138
2883,128,138
2884,127,138
2885,128,138
2886,127,138
2887,127,138
2888,127,138
2889,128,138
2890,128,138
2891,127,138
2892,128,138
2893,128,138
2894,128,138
2895,128,138
2896,128,138
2897,128,138
2898,128,138
2899,128,138
2900,127,138
2901,128,138
2902,128,138
2903,129,138
2904,128,138
2905,128,138
2906,127,138
2907,128,138
2908,128,138
2909,127,138
2910,128,138
2911,128,138
2912,128,138
2913,128,138
2914,128,138
2915,127,138
2916,128,138
2917,128,138
2918,128,138
2919,128,138
2920,128,138
2921,128,138
2922,128,138
2923,128,138
2924,128,138
2925,128,138
2926,128,138
2927,128,138
2928,128,138
2929,128,138
2930,128,138
2931,128,138
2932,127,138
2933,127,138
2934,128,138
2935,128,138
2936,127,138
2937,128,138
2938,128,138
2939,128,138
2940,127,138
2941,128,138
2942,127,137
2943,128,137
2944,128,137
2945,127,137
2946,128,137
2947,127,137
2948,128,137
2949,128,137
2950,129,137
2951,128,137
2952,128,137
2953,128,137
2954,127,137
2955,128,137
2956,127,137
2957,127,137
2958,128,137
2959,127,137
2960,127,137
2961,128,137
2962,127,137
2963,128,137
2964,127,137
2965,127,137
2966,128,137
2967,128,137
2968,128,137
2969,128,137
2970,128,137
2971,128,137
2972,128,137
2973,127,137
2974,128,137
2975,128,137
2976,128,137
2977,128,137
2978,127,137
2979,128,137
2980,128,137
2981,127,137
2982,128,137
2983,128,137
2984,128,137
2985,128,137
2986,128,137
2987,128,137
2988,128,137
2989,128,137
2990,128,137
2991,127,137
2992,128,137
2993,128,137
2994,128,137
2995,128,137
2996,128,137
2997,128,137
2998,128,137
2999,128,137
3000,127,137
3001,128,137
3002,127,137
3003,128,137
3004,127,137
3005,128,137
3006,128,137
3007,128,137
3008,127,137
3009,127,137
3010,128,137
3011,128,137
3012,127,137
3013,128,137
3014,127,137
3015,127,137
3016,127,137
3017,128,136
3018,128,136
3019,128,137
3020,128,137
3021,128,136
3022,128,136
3023,128,136
3024,127,136
3025,128,136
3026,128,136
3027,128,136
3028,127,136
3029,128,136
3030,128,136
3031,128,136
3032,128,136
3033,127,136
3034,127,136
3035,128,136
3036,128,136
3037,128,136
3038,128,136
3039,128,136
3040,128,136
3041,128,136
3042,127,136
3043,127,136
3044,128,136
3045,128,136
3046,128,136
3047,128,136
3048,128,136
3049,127,136
3050,128,136
3051,128,136
3052,127,136
3053,128,136
3054,127,136
3055,128,136
3056,128,136
3057,128,136
3058,128,136
3059,127,136
3060,128,136
3061,128,136
3062,128,136
3063,128,136
3064,128,136
3065,128,136
3066,128,136
3067,128,136
3068,128,136
3069,128,136
3070,128,136
3071,127,136
3072,128,136
3073,128,136
3074,128,136
3075,128,136
3076,128,136
3077,128,136
3078,127,136
3079,128,136
3080,127,136
3081,128,136
3082,128,136
3083,127,136
3084,128,136
3085,128,136
3086,127,136
3087,128,136
3088,128,136
3089,128,136
3090,127,136
3091,128,136
3092,127,136
3093,127,136
3094,128,136
3095,127,136
3096,128,136
3097,128,136
3098,127,136
3099,128,136
3100,128,136
3101,127,136
3102,128,136
3103,128,136
3104,127,136
3105,128,136
3106,127,136
3107,128,136
3108,128,136
3109,128,136
3110,128,136
3111,128,136
3112,128,136
3113,127,135
3114,128,135
3115,127,135
3116,128,135
3117,128,135
3118,128,135
3119,128,135
3120,128,135
3121,128,135
3122,128,135
3123,128,135
3124,128,135
3125,127,135
3126,128,135
3127,128,135
3128,128,135
3129,128,135
3130,128,135
3131,128,135
3132,128,135
3133,128,135
3134,128,135
3135,128,135
3136,128,135
3137,127,135
3138,128,135
3139,128,135
3140,127,135
3141,128,135
3142,128,135
3143,128,135
3144,128,135
3145,128,135
3146,128,135
3147,127,135
3148,128,135
3149,128,135
3150,126,135
3151,128,135
3152,128,135
3153,128,135
3154,128,135
3155,128,135
3156,128,135
3157,128,135
3158,128,135
3159,127,135
3160,128,135
3161,127,135
3162,127,135
3163,127,135
3164,127,135
3165,128,135
3166,128,135
3167,128,135
3168,128,134
3169,128,135
3170,129,135
3171,128,135
3172,128,135
3173,128,135
3174,129,134
3175,127,134
3176,128,134
3177,127,134
3178,128,134
3179,127,134
3180,127,134
3181,128,134
3182,128,134
3183,127,134
3184,127,134
3185,128,134
3186,127,134
3187,127,134
3188,128,134
3189,127,134
3190,127,134
3191,128,134
3192,128,134
3193,128,134
3194,128,134
3195,128,134
3196,127,134
3197,128,134
3198,128,134
3199,128,134
3200,128,134
3201,127,134
3202,128,134
3203,128,134
3204,128,134
3205,128,134
3206,128,134
3207,128,134
3208,128,134
3209,128,134
3210,128,134
3211,128,134
3212,128,134
3213,127,134
3214,128,134
3215,128,134
3216,127,134
3217,127,134
3218,128,134
3219,128,134
3220,128,134
3221,127,134
3222,128,134
3223,127,134
3224,128,134
3225,127,134
3226,127,134
3227,128,134
3228,128,134
3229,128,134
3230,128,134
3231,128,134
3232,128,134
3233,128,134
3234,128,134
3235,127,134
3236,128,134
3237,127,134
3238,127,134
3239,128,134
3240,128,134
3241,128,134
3242,128,134
3243,128,134
3244,127,134
3245,128,134
3246,127,134
3247,128,134
3248,127,134
3249,127,134
3250,128,134
3251,128,134
3252,128,134
3253,128,134
3254,128,134
3255,127,134
3256,128,134
3257,128,134
3258,128,134
3259,128,134
3260,128,134
3261,127,134
3262,127,134
3263,128,134
3264,127,134
3265,128,134
3266,128,134
3267,129,134
3268,126,134
3269,129,134
3270,127,134
3271,129,134
3272,127,134
3273,128,134
3274,128,134
3275,128,134
3276,127,134
3277,128,134
3278,128,134
3279,128,134
3280,127,134
3281,128,134
3282,128,134
3283,128,134
3284,127,134
3285,128,134
3286,128,134
3287,128,134
3288,128,134
3289,127,134
3290,128,134
3291,128,134
3292,128,134
3293,128,134
3294,128,134
3295,128,134
3296,127,134
3297,128,134
3298,128,134
3299,127,134
3300,128,134
3301,128,134
3302,128,134
3303,127,134
3304,128,134
3305,128,134
3306,128,134
3307,128,134
3308,127,134
3309,127,134
3310,127,134
3311,127,134
3312,128,134
3313,128,134
3314,128,134
3315,127,134
3316,128,134
3317,128,134
3318,128,134
3319,127,134
3320,127,134
3321,128,134
3322,126,134
3323,128,134
3324,128,134
3325,129,134
3326,128,134
3327,127,134
3328,128,134
3329,129,134
3330,128,134
3331,128,134
3332,127,134
3333,129,134
3334,127,134
3335,128,134
3336,128,134
3337,126,134
3338,128,134
3339,128,134
3340,128,134
3341,128,134
3342,128,134
3343,128,134
3344,128,134
3345,128,134
3346,128,134
3347,128,134
3348,126,134
3349,128,134
3350,127,134
3351,127,134
3352,127,134
3353,127,134
3354,128,134
3355,128,134
3356,129,134
3357,128,134
3358,128,134
3359,128,134
3360,128,134
3361,127,134
3362,127,134
3363,128,134
3364,128,134
3365,128,134
3366,128,134
3367,128,134
3368,127,134
3369,128,134
3370,127,134
3371,128,134
3372,127,134
3373,128,134
3374,128,134
3375,128,134
3376,127,134
3377,128,134
3378,128,134
3379,128,134
3380,128,134
3381,128,134
3382,128,134
3383,128,134
3384,127,134
3385,128,134
3386,128,134
3387,128,134
3388,127,134
3389,128,134
3390,127,134
3391,127,134
3392,127,134
3393,128,134
3394,128,134
3395,127,134
3396,128,134
3397,127,134
3398,127,134
3399,128,134
3400,127,134
3401,128,134
3402,127,134
3403,127,134
3404,128,134
3405,127,134
3406,128,134
3407,128,134
3408,128,134
3409,128,134
3410,127,134
3411,128,134
3412,128,134
3413,128,134
3414,128,134
3415,128,134
3416,128,134
3417,127,134
3418,127,134
3419,128,134
3420,129,134
3421,128,134
3422,128,134
3423,128,134
3424,127,134
3425,127,134
3426,128,134
3427,127,134
3428,130,134
3429,128,134
3430,128,134
3431,127,134
3432,127,134
3433,128,134
3434,128,134
3435,128,134
3436,128,134
3437,127,134
3438,128,134
3439,128,134
3440,129,134
3441,127,134
3442,128,134
3443,128,134
3444,128,134
3445,128,134
3446,127,134
3447,128,134
3448,128,134
3449,127,134
3450,127,134
3451,128,134
3452,127,134
3453,128,134
3454,128,134
3455,127,134
3456,128,134
3457,129,134
3458,128,134
3459,127,134
3460,127,134
3461,128,134
3462,128,134
3463,127,134
3464,128,134
3465,127,134
3466,128,134
3467,128,134
3468,127,134
3469,127,134
3470,127,134
3471,127,134
3472,127,134
3473,128,134
3474,128,134
3475,128,134
3476,128,134
3477,128,134
3478,127,134
3479,128,135
3480,128,135
3481,128,135
3482,127,135
3483,128,135
3484,127,135
3485,127,135
3486,128,135
3487,128,135
3488,128,135
3489,128,135
3490,128,135
3491,127,135
3492,128,135
3493,128,135
3494,127,135
3495,127,135
3496,128,135
3497,127,135
3498,127,135
3499,128,135
3500,127,135
3501,128,135
3502,127,135
3503,129,135
3504,129,135
3505,129,135
3506,128,135
3507,126,135
3508,129,135
3509,128,135
3510,128,135
3511,127,135
3512,128,135
3513,127,135
3514,127,135
3515,128,135
3516,128,135
3517,127,135
3518,127,135
3519,127,135
3520,127,135
3521,128,135
3522,127,135
3523,127,135
3524,128,135
3525,128,135
3526,127,135
3527,128,135
3528,127,135
3529,129,135
3530,127,135
3531,127,135
3532,127,135
3533,128,135
3534,127,135
3535,127,135
3536,127,135
3537,128,135
3538,127,135
3539,127,135
3540,127,135
3541,127,135
3542,128,135
3543,128,135
3544,127,134
3545,127,134
3546,127,134
3547,127,134
3548,128,134
3549,128,134
3550,128,134
3551,127,134
3552,128,134
3553,127,134
3554,127,134
3555,128,134
3556,129,134
3557,127,134
3558,128,134
3559,128,134
3560,128,134
3561,128,134
3562,126,134
3563,127,134
3564,127,134
3565,128,134
3566,128,134
3567,128,134
3568,128,134
3569,128,134
3570,127,134
3571,128,134
3572,128,134
3573,128,134
3574,128,134
3575,127,134
3576,127,134
3577,127,134
3578,128,134
3579,128,134
3580,128,134
3581,128,134
3582,127,134
3583,128,134
3584,128,134
3585,128,134
3586,127,134
3587,128,134
3588,128,134
3589,129,134
3590,128,134
3591,128,134
3592,128,134
3593,128,134
3594,127,134
3595,128,134
3596,127,134
3597,127,134
3598,128,134
3599,128,134
3600,128,134
3601,129,134
3602,128,134
3603,127,134
3604,129,134
3605,127,134
3606,129,134
3607,127,134
3608,128,134
3609,127,134
3610,128,134
3611,128,134
3612,127,134
3613,128,134
3614,126,134
3615,128,134
3616,127,134
3617,129,134
3618,128,134
3619,129,134
3620,129,134
3621,127,134
3622,128,134
3623,128,134
3624,128,134
3625,128,134
3626,128,134
3627,128,134
3628,127,133
3629,128,133
3630,127,134
3631,127,133
3632,128,133
3633,128,133
3634,127,133
3635,127,133
3636,128,133
3637,127,133
3638,127,133
3639,128,133
3640,128,133
3641,128,133
3642,128,133
3643,128,133
3644,127,133
3645,128,133
3646,128,133
3647,128,133
3648,128,133
3649,128,133
3650,127,133
3651,127,133
3652,127,133
3653,127,133
3654,128,133
3655,127,133
3656,127,133
3657,128,133
3658,127,133
3659,128,133
3660,128,133
3661,128,133
3662,127,133
3663,128,133
3664,128,133
3665,128,133
3666,128,133
3667,128,133
3668,128,133
3669,128,133
3670,127,133
3671,128,133
3672,127,133
3673,128,133
3674,128,133
3675,128,133
3676,128,133
3677,128,133
3678,128,133
3679,127,133
3680,128,133
3681,128,133
3682,128,133
3683,127,133
3684,127,133
3685,128,133
3686,127,133
3687,127,133
3688,128,133
3689,126,133
3690,128,132
3691,128,132
3692,128,132
3693,129,132
3694,128,132
3695,128,132
3696,127,132
3697,128,132
3698,127,132
3699,128,132
3700,128,132
3701,126,132
3702,128,132
3703,128,132
3704,127,132
3705,128,132
3706,128,132
3707,127,132
3708,128,132
3709,129,132
3710,128,132
3711,128,132
3712,128,132
3713,128,132
3714,129,132
3715,128,132
3716,128,132
3717,128,132
3718,127,132
3719,128,132
3720,126,132
3721,128,132
3722,128,132
3723,128,132
3724,127,132
3725,127,132
3726,129,132
3727,129,132
3728,128,132
3729,127,132
3730,129,132
3731,128,132
3732,128,132
3733,126,132
3734,128,131
3735,128,131
3736,128,131
3737,128,131
3738,128,131
3739,127,131
3740,128,131
3741,128,131
3742,128,131
3743,127,131
3744,128,131
3745,127,131
3746,128,131
3747,128,131
3748,127,131
3749,128,131
3750,127,131
3751,128,131
3752,127,131
3753,127,131
3754,128,131
3755,127,131
3756,127,131
3757,128,131
3758,128,131
3759,128,131
3760,127,131
3761,127,131
3762,127,131
3763,128,131
3764,127,131
3765,128,131
3766,128,131
3767,127,131
3768,128,131
3769,127,131
3770,129,131
3771,128,131
3772,128,131
3773,128,131
3774,128,131
3775,128,131
3776,129,131
3777,127,131
3778,128,131
3779,128,131
3780,128,131
3781,128,131
3782,127,131
3783,128,131
3784,128,131
3785,128,131
3786,128,131
3787,127,131
3788,127,131
3789,128,131
3790,128,131
3791,126,131
3792,127,131
3793,128,131
3794,127,131
3795,128,131
3796,127,130
3797,127,130
3798,127,130
3799,128,130
3800,128,130
3801,128,130
3802,128,130
3803,129,130
3804,128,130
3805,128,130
3806,129,130
3807,127,130
3808,128,130
3809,128,130
3810,127,130
3811,129,130
3812,127,130
3813,129,130
3814,128,130
3815,129,130
3816,129,130
3817,128,130
3818,127,130
3819,127,130
3820,127,130
3821,127,130
3822,128,130
3823,126,130
3824,127,130
3825,128,130
3826,127,130
3827,128,130
3828,128,130
3829,128,130
3830,127,130
3831,128,130
3832,128,130
3833,128,130
3834,129,130
3835,128,130
3836,127,130
3837,128,130
3838,128,130
3839,130,130
3840,128,130
3841,127,130
3842,129,130
3843,127,130
3844,126,130
3845,128,130
3846,128,130
3847,128,130
3848,128,129
3849,127,129
3850,127,129
3851,128,129
3852,128,129
3853,128,129
3854,127,129
3855,128,129
3856,127,129
3857,128,129
3858,126,129
3859,127,129
3860,128,129
3861,129,129
3862,128,129
3863,127,129
3864,128,129
3865,128,129
3866,128,129
3867,128,129
3868,128,129
3869,127,129
3870,127,129
3871,128,129
3872,127,129
3873,127,129
3874,128,129
3875,128,129
3876,128,129
3877,128,129
3878,127,129
3879,129,129
3880,127,129
3881,127,129
3882,127,129
3883,130,129
3884,130,129
3885,128,129
3886,127,129
3887,128,129
3888,128,129
3889,126,129
3890,126,129
3891,128,129
3892,129,129
3893,128,129
3894,128,129
3895,127,129
3896,127,129
3897,128,129
3898,127,129
3899,130,129
3900,128,129
3901,128,129
3902,125,129
3903,127,129
3904,128,129
3905,129,129
3906,127,129
3907,128,129
3908,128,129
3909,127,129
3910,127,129
3911,128,129
3912,128,129
3913,128,129
3914,128,129
3915,128,128
3916,128,128
3917,127,128
3918,126,128
3919,127,128
3920,127,128
3921,128,128
3922,128,128
3923,128,128
3924,126,128
3925,127,128
3926,127,128
3927,127,128
3928,129,128
3929,126,128
3930,128,128
3931,128,128
3932,127,128
3933,127,128
3934,128,128
3935,128,128
3936,129,128
3937,128,128
3938,127,128
3939,127,128
3940,131,128
3941,128,128
3942,127,128
3943,128,128
3944,129,128
3945,127,128
3946,128,128
3947,127,128
3948,128,128
3949,127,128
3950,128,128
3951,128,128
3952,127,128
3953,128,128
3954,128,128
3955,128,128
3956,128,128
3957,128,128
3958,127,128
3959,128,128
3960,128,128
3961,127,128
3962,127,128
3963,127,128
3964,130,128
3965,129,128
3966,129,128
3967,128,128
3968,127,128
3969,127,128
3970,127,128
3971,128,128
3972,129,128
3973,127,128
3974,129,128
3975,128,128
3976,128,128
3977,127,128
3978,129,128
3979,127,128
3980,128,128
3981,128,128
3982,127,128
3983,128,128
3984,128,128
3985,128,128
3986,128,128
3987,128,128
3988,128,128
3989,128,128
3990,128,128
3991,128,128
3992,127,128
3993,127,128
3994,128,128
3995,127,128
3996,127,128
3997,128,128
3998,127,128
3999,127,128
4000,128,128
4001,128,128
4002,128,128
4003,128,128
4004,128,128
4005,127,128
4006,127,128
4007,128,128
4008,128,128
4009,128,128
4010,129,128
4011,128,128
4012,128,128
4013,128,128
4014,128,128
4015,128,128
4016,128,128
4017,128,128
4018,128,128
4019,129,128
4020,127,128
4021,126,128
4022,127,128
4023,128,128
4024,127,128
4025,127,128
4026,127,128
4027,128,128
4028,127,128
4029,128,128
4030,126,128
4031,127,128
4032,127,128
4033,128,128
4034,127,128
4035,127,128
4036,127,128
4037,128,128
4038,127,128
4039,127,128
4040,127,128
4041,128,128
4042,128,128
4043,127,128
4044,128,128
4045,128,128
4046,127,128
4047,129,128
4048,128,128
4049,127,128
4050,127,128
4051,127,128
4052,127,128
4053,128,128
4054,128,128
4055,128,128
4056,128,128
4057,128,128
4058,128,128
4059,127,128
4060,127,128
4061,128,128
4062,128,128
4063,128,128
4064,127,128
4065,129,128
4066,127,128
4067,127,128
4068,128,128
4069,128,128
4070,127,128
4071,128,128
4072,128,128
4073,127,128
4074,127,129
4075,127,129
4076,128,129
4077,127,129
4078,128,129
4079,126,129
4080,127,129
4081,128,129
4082,128,129
4083,127,129
4084,128,129
4085,128,129
4086,129,129
4087,127,129
4088,128,129
4089,128,129
4090,128,129
4091,129,129
4092,128,129
4093,128,129
4094,127,129
4095,129,129
4096,128,129
4097,128,129
4098,128,129
4099,128,129
4100,127,129
4101,127,129
4102,128,129
4103,128,129
4104,128,129
4105,128,129
4106,128,129
4107,128,129
4108,127,129
4109,128,129
4110,128,129
4111,128,129
4112,128,129
4113,128,129
4114,128,129
4115,127,129
4116,128,129
4117,128,129
4118,128,129
4119,127,129
4120,128,129
4121,127,129
4122,128,129
4123,129,129
4124,126,129
4125,127,129
4126,127,129
4127,128,129
4128,128,129
4129,127,129
4130,128,129
4131,128,129
4132,129,129
4133,128,129
4134,127,129
4135,127,129
